word,UR,item_type,condition,file_name
tojpo_token,tojpo,SGo,glide,tojpo_token_raw.npy
tojta_token,tojta,SGo,glide,tojta_token_raw.npy
tojte_token,tojte,SGo,glide,tojte_token_raw.npy
tojto_token,tojto,SGo,glide,tojto_token_raw.npy
vavpa_token,vavpa,SGo,fricative,vavpa_token_raw.npy
vavpe_token,vavpe,SGo,fricative,vavpe_token_raw.npy
vavpo_token,vavpo,SGo,fricative,vavpo_token_raw.npy
vavta_token,vavta,SGo,fricative,vavta_token_raw.npy
vavte_token,vavte,SGo,fricative,vavte_token_raw.npy
vavto_token,vavto,SGo,fricative,vavto_token_raw.npy
vazpa_token,vazpa,SGo,fricative,vazpa_token_raw.npy
vazpe_token,vazpe,SGo,fricative,vazpe_token_raw.npy
vazpo_token,vazpo,SGo,fricative,vazpo_token_raw.npy
vazta_token,vazta,SGo,fricative,vazta_token_raw.npy
vazte_token,vazte,SGo,fricative,vazte_token_raw.npy
vazto_token,vazto,SGo,fricative,vazto_token_raw.npy
vevpa_token,vevpa,SGo,fricative,vevpa_token_raw.npy
vevpe_token,vevpe,SGo,fricative,vevpe_token_raw.npy
vevpo_token,vevpo,SGo,fricative,vevpo_token_raw.npy
vevta_token,vevta,SGo,fricative,vevta_token_raw.npy
vevte_token,vevte,SGo,fricative,vevte_token_raw.npy
vevto_token,vevto,SGo,fricative,vevto_token_raw.npy
vezpa_token,vezpa,SGo,fricative,vezpa_token_raw.npy
vezpe_token,vezpe,SGo,fricative,vezpe_token_raw.npy
vezpo_token,vezpo,SGo,fricative,vezpo_token_raw.npy
vezta_token,vezta,SGo,fricative,vezta_token_raw.npy
vezte_token,vezte,SGo,fricative,vezte_token_raw.npy
vezto_token,vezto,SGo,fricative,vezto_token_raw.npy
vovpa_token,vovpa,SGo,fricative,vovpa_token_raw.npy
vovpe_token,vovpe,SGo,fricative,vovpe_token_raw.npy
vovpo_token,vovpo,SGo,fricative,vovpo_token_raw.npy
vovta_token,vovta,SGo,fricative,vovta_token_raw.npy
vovte_token,vovte,SGo,fricative,vovte_token_raw.npy
vovto_token,vovto,SGo,fricative,vovto_token_raw.npy
vozpa_token,vozpa,SGo,fricative,vozpa_token_raw.npy
vozpe_token,vozpe,SGo,fricative,vozpe_token_raw.npy
vozpo_token,vozpo,SGo,fricative,vozpo_token_raw.npy
vozta_token,vozta,SGo,fricative,vozta_token_raw.npy
vozte_token,vozte,SGo,fricative,vozte_token_raw.npy
vozto_token,vozto,SGo,fricative,vozto_token_raw.npy
zavpa_token,zavpa,SGo,fricative,zavpa_token_raw.npy
zavpe_token,zavpe,SGo,fricative,zavpe_token_raw.npy
zavpo_token,zavpo,SGo,fricative,zavpo_token_raw.npy
zavta_token,zavta,SGo,fricative,zavta_token_raw.npy
zavte_token,zavte,SGo,fricative,zavte_token_raw.npy
zavto_token,zavto,SGo,fricative,zavto_token_raw.npy
zazpa_token,zazpa,SGo,fricative,zazpa_token_raw.npy
zazpe_token,zazpe,SGo,fricative,zazpe_token_raw.npy
zazpo_token,zazpo,SGo,fricative,zazpo_token_raw.npy
zazta_token,zazta,SGo,fricative,zazta_token_raw.npy
zazte_token,zazte,SGo,fricative,zazte_token_raw.npy
zazto_token,zazto,SGo,fricative,zazto_token_raw.npy
zevpa_token,zevpa,SGo,fricative,zevpa_token_raw.npy
zevpe_token,zevpe,SGo,fricative,zevpe_token_raw.npy
zevpo_token,zevpo,SGo,fricative,zevpo_token_raw.npy
zevta_token,zevta,SGo,fricative,zevta_token_raw.npy
zevte_token,zevte,SGo,fricative,zevte_token_raw.npy
zevto_token,zevto,SGo,fricative,zevto_token_raw.npy
zezpa_token,zezpa,SGo,fricative,zezpa_token_raw.npy
zezpe_token,zezpe,SGo,fricative,zezpe_token_raw.npy
zezpo_token,zezpo,SGo,fricative,zezpo_token_raw.npy
zezta_token,zezta,SGo,fricative,zezta_token_raw.npy
zezte_token,zezte,SGo,fricative,zezte_token_raw.npy
zezto_token,zezto,SGo,fricative,zezto_token_raw.npy
zovpa_token,zovpa,SGo,fricative,zovpa_token_raw.npy
zovpe_token,zovpe,SGo,fricative,zovpe_token_raw.npy
zovpo_token,zovpo,SGo,fricative,zovpo_token_raw.npy
zovta_token,zovta,SGo,fricative,zovta_token_raw.npy
zovte_token,zovte,SGo,fricative,zovte_token_raw.npy
zovto_token,zovto,SGo,fricative,zovto_token_raw.npy
zozpa_token,zozpa,SGo,fricative,zozpa_token_raw.npy
zozpe_token,zozpe,SGo,fricative,zozpe_token_raw.npy
zozpo_token,zozpo,SGo,fricative,zozpo_token_raw.npy
zozta_token,zozta,SGo,fricative,zozta_token_raw.npy
zozte_token,zozte,SGo,fricative,zozte_token_raw.npy
zozto_token,zozto,SGo,fricative,zozto_token_raw.npy
pavpa_token,pavpa,SGo,fricative,pavpa_token_raw.npy
pavpe_token,pavpe,SGo,fricative,pavpe_token_raw.npy
pavpo_token,pavpo,SGo,fricative,pavpo_token_raw.npy
pavta_token,pavta,SGo,fricative,pavta_token_raw.npy
pavte_token,pavte,SGo,fricative,pavte_token_raw.npy
pavto_token,pavto,SGo,fricative,pavto_token_raw.npy
pazpa_token,pazpa,SGo,fricative,pazpa_token_raw.npy
pazpe_token,pazpe,SGo,fricative,pazpe_token_raw.npy
pazpo_token,pazpo,SGo,fricative,pazpo_token_raw.npy
pazta_token,pazta,SGo,fricative,pazta_token_raw.npy
pazte_token,pazte,SGo,fricative,pazte_token_raw.npy
pazto_token,pazto,SGo,fricative,pazto_token_raw.npy
pevpa_token,pevpa,SGo,fricative,pevpa_token_raw.npy
pevpe_token,pevpe,SGo,fricative,pevpe_token_raw.npy
pevpo_token,pevpo,SGo,fricative,pevpo_token_raw.npy
pevta_token,pevta,SGo,fricative,pevta_token_raw.npy
pevte_token,pevte,SGo,fricative,pevte_token_raw.npy
pevto_token,pevto,SGo,fricative,pevto_token_raw.npy
pezpa_token,pezpa,SGo,fricative,pezpa_token_raw.npy
pezpe_token,pezpe,SGo,fricative,pezpe_token_raw.npy
pezpo_token,pezpo,SGo,fricative,pezpo_token_raw.npy
pezta_token,pezta,SGo,fricative,pezta_token_raw.npy
pezte_token,pezte,SGo,fricative,pezte_token_raw.npy
pezto_token,pezto,SGo,fricative,pezto_token_raw.npy
povpa_token,povpa,SGo,fricative,povpa_token_raw.npy
povpe_token,povpe,SGo,fricative,povpe_token_raw.npy
povpo_token,povpo,SGo,fricative,povpo_token_raw.npy
povta_token,povta,SGo,fricative,povta_token_raw.npy
povte_token,povte,SGo,fricative,povte_token_raw.npy
povto_token,povto,SGo,fricative,povto_token_raw.npy
pozpa_token,pozpa,SGo,fricative,pozpa_token_raw.npy
pozpe_token,pozpe,SGo,fricative,pozpe_token_raw.npy
pozpo_token,pozpo,SGo,fricative,pozpo_token_raw.npy
pozta_token,pozta,SGo,fricative,pozta_token_raw.npy
pozte_token,pozte,SGo,fricative,pozte_token_raw.npy
pozto_token,pozto,SGo,fricative,pozto_token_raw.npy
tavpa_token,tavpa,SGo,fricative,tavpa_token_raw.npy
tavpe_token,tavpe,SGo,fricative,tavpe_token_raw.npy
tavpo_token,tavpo,SGo,fricative,tavpo_token_raw.npy
tavta_token,tavta,SGo,fricative,tavta_token_raw.npy
tavte_token,tavte,SGo,fricative,tavte_token_raw.npy
tavto_token,tavto,SGo,fricative,tavto_token_raw.npy
tazpa_token,tazpa,SGo,fricative,tazpa_token_raw.npy
tazpe_token,tazpe,SGo,fricative,tazpe_token_raw.npy
tazpo_token,tazpo,SGo,fricative,tazpo_token_raw.npy
tazta_token,tazta,SGo,fricative,tazta_token_raw.npy
tazte_token,tazte,SGo,fricative,tazte_token_raw.npy
tazto_token,tazto,SGo,fricative,tazto_token_raw.npy
tevpa_token,tevpa,SGo,fricative,tevpa_token_raw.npy
tevpe_token,tevpe,SGo,fricative,tevpe_token_raw.npy
tevpo_token,tevpo,SGo,fricative,tevpo_token_raw.npy
tevta_token,tevta,SGo,fricative,tevta_token_raw.npy
tevte_token,tevte,SGo,fricative,tevte_token_raw.npy
tevto_token,tevto,SGo,fricative,tevto_token_raw.npy
tezpa_token,tezpa,SGo,fricative,tezpa_token_raw.npy
tezpe_token,tezpe,SGo,fricative,tezpe_token_raw.npy
tezpo_token,tezpo,SGo,fricative,tezpo_token_raw.npy
tezta_token,tezta,SGo,fricative,tezta_token_raw.npy
tezte_token,tezte,SGo,fricative,tezte_token_raw.npy
tezto_token,tezto,SGo,fricative,tezto_token_raw.npy
tovpa_token,tovpa,SGo,fricative,tovpa_token_raw.npy
tovpe_token,tovpe,SGo,fricative,tovpe_token_raw.npy
tovpo_token,tovpo,SGo,fricative,tovpo_token_raw.npy
tovta_token,tovta,SGo,fricative,tovta_token_raw.npy
tovte_token,tovte,SGo,fricative,tovte_token_raw.npy
tovto_token,tovto,SGo,fricative,tovto_token_raw.npy
tozpa_token,tozpa,SGo,fricative,tozpa_token_raw.npy
tozpe_token,tozpe,SGo,fricative,tozpe_token_raw.npy
tozpo_token,tozpo,SGo,fricative,tozpo_token_raw.npy
tozta_token,tozta,SGo,fricative,tozta_token_raw.npy
tozte_token,tozte,SGo,fricative,tozte_token_raw.npy
tozto_token,tozto,SGo,fricative,tozto_token_raw.npy
